date,rank,song,artist
2022-06-25,81,Circles Around This Town,Maren Morris
2022-06-25,82,Freaky Deaky,Tyga X Doja Cat
2022-06-25,83,True Love,Kanye West & XXXTENTACION
2022-06-25,84,5 Foot 9,Tyler Hubbard
2022-06-25,85,DFMU,Ella Mai
2022-06-25,86,Matilda,Harry Styles
2022-06-25,87,Yo No Soy Celoso,Bad Bunny
2022-06-25,88,Daylight,Harry Styles
2022-06-25,89,Slow Down Summer,Thomas Rhett
2022-06-25,90,La Corriente,Bad Bunny & Tony Dize
2022-06-25,91,7500 OBO,Tim McGraw
2022-06-25,92,F.N.F. (Let's Go),Hitkidd & GloRilla
2022-06-25,93,Love Me More,Sam Smith
2022-06-25,94,Desesperados,Rauw Alejandro & Chencho Corleone
2022-06-25,95,Neverita,Bad Bunny
2022-06-25,96,Plan B,Megan Thee Stallion
2022-06-25,97,Tomorrow Me,Luke Combs
2022-06-25,98,Potion,"Calvin Harris, Dua Lipa & Young Thug"
2022-06-25,99,New Truck,Dylan Scott
2022-06-25,100,Wrapped Around Your Finger,Post Malone
2022-06-18,1,As It Was,Harry Styles
2022-06-18,2,First Class,Jack Harlow
2022-06-18,3,Wait For U,Future Featuring Drake & Tems
2022-06-18,4,Running Up That Hill (A Deal With God),Kate Bush
2022-06-18,5,About Damn Time,Lizzo
2022-06-18,6,Heat Waves,Glass Animals
2022-06-18,7,Big Energy,Latto
2022-06-18,8,Me Porto Bonito,Bad Bunny & Chencho Corleone
2022-06-18,9,I Like You (A Happier Song),Post Malone Featuring Doja Cat
2022-06-18,10,Titi Me Pregunto,Bad Bunny
2022-06-18,11,Stay,The Kid LAROI & Justin Bieber
2022-06-18,12,Cooped Up,Post Malone Featuring Roddy Ricch
2022-06-18,13,Wasted On You,Morgan Wallen
2022-06-18,14,Enemy,Imagine Dragons X JID
2022-06-18,15,Late Night Talking,Harry Styles
2022-06-18,16,Ghost,Justin Bieber
2022-06-18,17,Boyfriend,Dove Cameron
2022-06-18,18,Moscow Mule,Bad Bunny
2022-06-18,19,Bad Habits,Ed Sheeran
2022-06-18,20,Woman,Doja Cat
2022-06-18,21,Numb Little Bug,Em Beihold
2022-06-18,22,Take My Name,Parmalee
2022-06-18,23,Bam Bam,Camila Cabello Featuring Ed Sheeran
2022-06-18,24,Super Gremlin,Kodak Black
2022-06-18,25,Cold Heart (PNAU Remix),Elton John & Dua Lipa
2022-06-18,26,Thats What I Want,Lil Nas X
2022-06-18,27,Sweetest Pie,Megan Thee Stallion & Dua Lipa
2022-06-18,28,Shivers,Ed Sheeran
2022-06-18,29,Provenza,Karol G
2022-06-18,30,Party,Bad Bunny & Rauw Alejandro
2022-06-18,31,You Proof,Morgan Wallen
2022-06-18,32,AA,Walker Hayes
2022-06-18,33,Despues de La Playa,Bad Bunny
2022-06-18,34,One Right Now,Post Malone & The Weeknd
2022-06-18,35,Ojitos Lindos,Bad Bunny & Bomba Estereo
2022-06-18,36,Puffin On Zootiez,Future
2022-06-18,37,Something In The Orange,Zach Bryan
2022-06-18,38,Trouble With A Heartbreak,Jason Aldean
2022-06-18,39,Distraction,Polo G
2022-06-18,40,Efecto,Bad Bunny
2022-06-18,41,MAMIII,Becky G X Karol G
2022-06-18,42,Thousand Miles,The Kid LAROI
2022-06-18,43,'Til You Can't,Cody Johnson
2022-06-18,44,Get Into It (Yuh),Doja Cat
2022-06-18,45,Damn Strait,Scotty McCreery
2022-06-18,46,I Cannot Be (A Sadder Song),Post Malone Featuring Gunna
2022-06-18,47,Wrapped Around Your Finger,Post Malone
2022-06-18,48,In A Minute,Lil Baby
2022-06-18,49,Hold My Hand,Lady Gaga
2022-06-18,50,Sleazy Flow,SleazyWorld Go Featuring Lil Baby
2022-06-18,51,2step,Ed Sheeran Featuring Lil Baby
2022-06-18,52,Fall In Love,Bailey Zimmerman
2022-06-18,53,Lemon Tree,Post Malone
2022-06-18,54,Reputation,Post Malone
2022-06-18,55,To The Moon!,JNR CHOI & Sam Tompkins
2022-06-18,56,Wasting Angels,Post Malone Featuring The Kid LAROI
2022-06-18,57,Silent Hill,Kendrick Lamar & Kodak Black
2022-06-18,58,Music For A Sushi Restaurant,Harry Styles
2022-06-18,59,N95,Kendrick Lamar
2022-06-18,60,Like I Love Country Music,Kane Brown
2022-06-18,61,She's All I Wanna Be,Tate McRae
2022-06-18,62,Insane,Post Malone
2022-06-18,63,What Happened To Virgil,Lil Durk Featuring Gunna
2022-06-18,64,When You're Gone,Shawn Mendes
2022-06-18,65,Die Hard,"Kendrick Lamar, Blxst & Amanda Reifer"
2022-06-18,66,Tarot,Bad Bunny & Jhay Cortez
2022-06-18,67,Un Ratito,Bad Bunny
2022-06-18,68,If I Was A Cowboy,Miranda Lambert
2022-06-18,69,True Love,Kanye West & XXXTENTACION
2022-06-18,70,Love/Hate Letter To Alcohol,Post Malone Featuring Fleet Foxes
2022-06-18,71,Matilda,Harry Styles
2022-06-18,72,Sunroof,Nicky Youre & dazy
2022-06-18,73,Daylight,Harry Styles
2022-06-18,74,Right On,Lil Baby
2022-06-18,75,Vegas,Doja Cat
2022-06-18,76,Thought You Should Know,Morgan Wallen
2022-06-18,77,Die Young,Sleepy Hallow Featuring 347aidan
2022-06-18,78,Flower Shops,ERNEST Featuring Morgan Wallen
2022-06-18,79,Freaky Deaky,Tyga X Doja Cat
2022-06-18,80,She Likes It,Russell Dickerson & Jake Scott
2022-06-18,81,Hotel Lobby (Unc And Phew),Quavo & Takeoff
2022-06-18,82,Ghost Story,Carrie Underwood
2022-06-18,83,Slow Down Summer,Thomas Rhett
2022-06-18,84,Circles Around This Town,Maren Morris
2022-06-18,85,Yo No Soy Celoso,Bad Bunny
2022-06-18,86,She Had Me At Heads Carolina,Cole Swindell
2022-06-18,87,Potion,"Calvin Harris, Dua Lipa & Young Thug"
2022-06-18,88,Te Felicito,Shakira & Rauw Alejandro
2022-06-18,89,DFMU,Ella Mai
2022-06-18,90,Little Freak,Harry Styles
2022-06-18,91,Grapejuice,Harry Styles
2022-06-18,92,Last Night Lonely,Jon Pardi
2022-06-18,93,La Corriente,Bad Bunny & Tony Dize
2022-06-18,94,Satellite,Harry Styles
2022-06-18,95,Plan B,Megan Thee Stallion
2022-06-18,96,Neverita,Bad Bunny
2022-06-18,97,When I'm Alone,Post Malone
2022-06-18,98,7500 OBO,Tim McGraw
2022-06-18,99,F.N.F. (Let's Go),Hitkidd & GloRilla
2022-06-18,100,Euthanasia,Post Malone
2022-06-11,1,As It Was,Harry Styles
2022-06-11,2,First Class,Jack Harlow
2022-06-11,3,Wait For U,Future Featuring Drake & Tems
2022-06-11,4,About Damn Time,Lizzo
2022-06-11,5,Heat Waves,Glass Animals
2022-06-11,6,Big Energy,Latto
2022-06-11,7,Me Porto Bonito,Bad Bunny & Chencho Corleone
2022-06-11,8,Running Up That Hill (A Deal With God),Kate Bush
2022-06-11,9,Late Night Talking,Harry Styles
2022-06-11,10,Stay,The Kid LAROI & Justin Bieber
2022-06-11,11,Titi Me Pregunto,Bad Bunny
2022-06-11,12,Enemy,Imagine Dragons X JID
2022-06-11,13,Wasted On You,Morgan Wallen
2022-06-11,14,Moscow Mule,Bad Bunny
2022-06-11,15,Ghost,Justin Bieber
2022-06-11,16,Boyfriend,Dove Cameron
2022-06-11,17,Woman,Doja Cat
2022-06-11,18,Bad Habits,Ed Sheeran
2022-06-11,19,Numb Little Bug,Em Beihold
2022-06-11,20,Super Gremlin,Kodak Black
2022-06-11,21,You Proof,Morgan Wallen
2022-06-11,22,True Love,Kanye West & XXXTENTACION
2022-06-11,23,Take My Name,Parmalee
2022-06-11,24,Shivers,Ed Sheeran
2022-06-11,25,Sweetest Pie,Megan Thee Stallion & Dua Lipa
2022-06-11,26,Party,Bad Bunny & Rauw Alejandro
2022-06-11,27,Bam Bam,Camila Cabello Featuring Ed Sheeran
2022-06-11,28,Thats What I Want,Lil Nas X
2022-06-11,29,Cold Heart (PNAU Remix),Elton John & Dua Lipa
2022-06-11,30,Despues de La Playa,Bad Bunny
2022-06-11,31,AA,Walker Hayes
2022-06-11,32,Trouble With A Heartbreak,Jason Aldean
2022-06-11,33,Puffin On Zootiez,Future
2022-06-11,34,Provenza,Karol G
2022-06-11,35,MAMIII,Becky G X Karol G
2022-06-11,36,Ojitos Lindos,Bad Bunny & Bomba Estereo
2022-06-11,37,Cooped Up,Post Malone Featuring Roddy Ricch
2022-06-11,38,'Til You Can't,Cody Johnson
2022-06-11,39,N95,Kendrick Lamar
2022-06-11,40,Something In The Orange,Zach Bryan
2022-06-11,41,Music For A Sushi Restaurant,Harry Styles
2022-06-11,42,Matilda,Harry Styles
2022-06-11,43,Thousand Miles,The Kid LAROI
2022-06-11,44,She's All I Wanna Be,Tate McRae
2022-06-11,45,In A Minute,Lil Baby
2022-06-11,46,Daylight,Harry Styles
2022-06-11,47,Sleazy Flow,SleazyWorld Go Featuring Lil Baby
2022-06-11,48,Damn Strait,Scotty McCreery
2022-06-11,49,Get Into It (Yuh),Doja Cat
2022-06-11,50,Efecto,Bad Bunny
2022-06-11,51,Silent Hill,Kendrick Lamar & Kodak Black
2022-06-11,52,Die Hard,"Kendrick Lamar, Blxst & Amanda Reifer"
2022-06-11,53,Hold My Hand,Lady Gaga
2022-06-11,54,2step,Ed Sheeran Featuring Lil Baby
2022-06-11,55,Fall In Love,Bailey Zimmerman
2022-06-11,56,To The Moon!,JNR CHOI & Sam Tompkins
2022-06-11,57,Slow Down Summer,Thomas Rhett
2022-06-11,58,Little Freak,Harry Styles
2022-06-11,59,See Wat I'm Sayin,Moneybagg Yo
2022-06-11,60,Die Young,Sleepy Hallow Featuring 347aidan
2022-06-11,61,Grapejuice,Harry Styles
2022-06-11,62,Un Ratito,Bad Bunny
2022-06-11,63,Tarot,Bad Bunny & Jhay Cortez
2022-06-11,64,When You're Gone,Shawn Mendes
2022-06-11,65,Satellite,Harry Styles
2022-06-11,66,Like I Love Country Music,Kane Brown
2022-06-11,67,What Happened To Virgil,Lil Durk Featuring Gunna
2022-06-11,68,Never Say Never,Cole Swindell / Lainey Wilson
2022-06-11,69,Thought You Should Know,Morgan Wallen
2022-06-11,70,If I Was A Cowboy,Miranda Lambert
2022-06-11,71,Potion,"Calvin Harris, Dua Lipa & Young Thug"
2022-06-11,72,Hotel Lobby (Unc And Phew),Quavo & Takeoff
2022-06-11,73,Right On,Lil Baby
2022-06-11,74,Freaky Deaky,Tyga X Doja Cat
2022-06-11,75,Cinema,Harry Styles
2022-06-11,76,Keep Driving,Harry Styles
2022-06-11,77,Daydreaming,Harry Styles
2022-06-11,78,Yo No Soy Celoso,Bad Bunny
2022-06-11,79,Flower Shops,ERNEST Featuring Morgan Wallen
2022-06-11,80,She Likes It,Russell Dickerson & Jake Scott
2022-06-11,81,Love Of My Life,Harry Styles
2022-06-11,82,Ghost Story,Carrie Underwood
2022-06-11,83,Rich Spirit,Kendrick Lamar
2022-06-11,84,La Corriente,Bad Bunny & Tony Dize
2022-06-11,85,Neverita,Bad Bunny
2022-06-11,86,She Had Me At Heads Carolina,Cole Swindell
2022-06-11,87,Sunroof,Nicky Youre & dazy
2022-06-11,88,Boyfriends,Harry Styles
2022-06-11,89,Circles Around This Town,Maren Morris
2022-06-11,90,Dua Lipa,Jack Harlow
2022-06-11,91,F.N.F. (Let's Go),Hitkidd & GloRilla
2022-06-11,92,Handsomer,Russ Featuring Ktlyn
2022-06-11,93,I'm On One,Future Featuring Drake
2022-06-11,94,DFMU,Ella Mai
2022-06-11,95,Andrea,Bad Bunny & Buscabulla
2022-06-11,96,Love You Better,Future
2022-06-11,97,Wild Hearts,Keith Urban
2022-06-11,98,Last Night Lonely,Jon Pardi
2022-06-11,99,7500 OBO,Tim McGraw
2022-06-11,100,Until I Found You,Stephen Sanchez
2022-06-04,1,As It Was,Harry Styles
2022-06-04,2,First Class,Jack Harlow
2022-06-04,3,Wait For U,Future Featuring Drake & Tems
2022-06-04,4,Late Night Talking,Harry Styles
2022-06-04,5,About Damn Time,Lizzo
2022-06-04,6,Heat Waves,Glass Animals
2022-06-04,7,Big Energy,Latto
2022-06-04,8,Music For A Sushi Restaurant,Harry Styles
2022-06-04,9,Matilda,Harry Styles
2022-06-04,10,Me Porto Bonito,Bad Bunny & Chencho Corleone
2022-06-04,11,Enemy,Imagine Dragons X JID
2022-06-04,12,Stay,The Kid LAROI & Justin Bieber
2022-06-04,13,Daylight,Harry Styles
2022-06-04,14,Little Freak,Harry Styles
2022-06-04,15,Grapejuice,Harry Styles
2022-06-04,16,Titi Me Pregunto,Bad Bunny
2022-06-04,17,Moscow Mule,Bad Bunny
2022-06-04,18,Ghost,Justin Bieber
2022-06-04,19,Woman,Doja Cat
2022-06-04,20,N95,Kendrick Lamar
2022-06-04,21,Satellite,Harry Styles
2022-06-04,22,Cinema,Harry Styles
2022-06-04,23,Wasted On You,Morgan Wallen
2022-06-04,24,Daydreaming,Harry Styles
2022-06-04,25,Keep Driving,Harry Styles
2022-06-04,26,You Proof,Morgan Wallen
2022-06-04,27,Bad Habits,Ed Sheeran
2022-06-04,28,Boyfriend,Dove Cameron
2022-06-04,29,Love Of My Life,Harry Styles
2022-06-04,30,Boyfriends,Harry Styles
2022-06-04,31,Party,Bad Bunny & Rauw Alejandro
2022-06-04,32,Despues de La Playa,Bad Bunny
2022-06-04,33,Super Gremlin,Kodak Black
2022-06-04,34,Thats What I Want,Lil Nas X
2022-06-04,35,Numb Little Bug,Em Beihold
2022-06-04,36,Shivers,Ed Sheeran
2022-06-04,37,Bam Bam,Camila Cabello Featuring Ed Sheeran
2022-06-04,38,Cold Heart (PNAU Remix),Elton John & Dua Lipa
2022-06-04,39,Puffin On Zootiez,Future
2022-06-04,40,Sweetest Pie,Megan Thee Stallion & Dua Lipa
2022-06-04,41,Die Hard,"Kendrick Lamar, Blxst & Amanda Reifer"
2022-06-04,42,Something In The Orange,Zach Bryan
2022-06-04,43,Cooped Up,Post Malone Featuring Roddy Ricch
2022-06-04,44,Trouble With A Heartbreak,Jason Aldean
2022-06-04,45,Provenza,Karol G
2022-06-04,46,'Til You Can't,Cody Johnson
2022-06-04,47,MAMIII,Becky G X Karol G
2022-06-04,48,Take My Name,Parmalee
2022-06-04,49,Silent Hill,Kendrick Lamar & Kodak Black
2022-06-04,50,Ojitos Lindos,Bad Bunny & Bomba Estereo
2022-06-04,51,AA,Walker Hayes
2022-06-04,52,Thousand Miles,The Kid LAROI
2022-06-04,53,In A Minute,Lil Baby
2022-06-04,54,To The Moon!,JNR CHOI & Sam Tompkins
2022-06-04,55,Tarot,Bad Bunny & Jhay Cortez
2022-06-04,56,Un Ratito,Bad Bunny
2022-06-04,57,Damn Strait,Scotty McCreery
2022-06-04,58,Get Into It (Yuh),Doja Cat
2022-06-04,59,Hotel Lobby (Unc And Phew),Quavo & Takeoff
2022-06-04,60,She's All I Wanna Be,Tate McRae
2022-06-04,61,Rich Spirit,Kendrick Lamar
2022-06-04,62,Thought You Should Know,Morgan Wallen
2022-06-04,63,Efecto,Bad Bunny
2022-06-04,64,2step,Ed Sheeran Featuring Lil Baby
2022-06-04,65,Fall In Love,Bailey Zimmerman
2022-06-04,66,Slow Down Summer,Thomas Rhett
2022-06-04,67,When You're Gone,Shawn Mendes
2022-06-04,68,Never Say Never,Cole Swindell / Lainey Wilson
2022-06-04,69,What Happened To Virgil,Lil Durk Featuring Gunna
2022-06-04,70,Yo No Soy Celoso,Bad Bunny
2022-06-04,71,Right On,Lil Baby
2022-06-04,72,Freaky Deaky,Tyga X Doja Cat
2022-06-04,73,Father Time,Kendrick Lamar Featuring Sampha
2022-06-04,74,Like I Love Country Music,Kane Brown
2022-06-04,75,If I Was A Cowboy,Miranda Lambert
2022-06-04,76,Dua Lipa,Jack Harlow
2022-06-04,77,Neverita,Bad Bunny
2022-06-04,78,Count Me Out,Kendrick Lamar
2022-06-04,79,United In Grief,Kendrick Lamar
2022-06-04,80,La Corriente,Bad Bunny & Tony Dize
2022-06-04,81,Me Or Sum,"Nardo Wick, Lil Baby & Future"
2022-06-04,82,Flower Shops,ERNEST Featuring Morgan Wallen
2022-06-04,83,I'm On One,Future Featuring Drake
2022-06-04,84,Love You Better,Future
2022-06-04,85,Pushin P,Gunna & Future Featuring Young Thug
2022-06-04,86,Hold My Hand,Lady Gaga
2022-06-04,87,Andrea,Bad Bunny & Buscabulla
2022-06-04,88,Circles Around This Town,Maren Morris
2022-06-04,89,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde
2022-06-04,90,She Likes It,Russell Dickerson & Jake Scott
2022-06-04,91,No Love,Summer Walker & SZA
2022-06-04,92,Savior,"Kendrick Lamar, Baby Keem, & Sam Dew"
2022-06-04,93,Whiskey On You,Nate Smith
2022-06-04,94,Aguacero,Bad Bunny
2022-06-04,95,Un Coco,Bad Bunny
2022-06-04,96,Otro Atardecer,Bad Bunny & The Marias
2022-06-04,97,We Cry Together,Kendrick Lamar & Taylour Paige
2022-06-04,98,Dos Mil 16,Bad Bunny
2022-06-04,99,DFMU,Ella Mai
2022-06-04,100,Hate Our Love,Queen Naija & Big Sean
2022-05-28,1,First Class,Jack Harlow
2022-05-28,2,As It Was,Harry Styles
2022-05-28,3,N95,Kendrick Lamar
2022-05-28,4,Wait For U,Future Featuring Drake & Tems
2022-05-28,5,Die Hard,"Kendrick Lamar, Blxst & Amanda Reifer"
2022-05-28,6,You Proof,Morgan Wallen
2022-05-28,7,Silent Hill,Kendrick Lamar & Kodak Black
2022-05-28,8,United In Grief,Kendrick Lamar
2022-05-28,9,About Damn Time,Lizzo
2022-05-28,10,Big Energy,Latto
2022-05-28,11,Father Time,Kendrick Lamar Featuring Sampha
2022-05-28,12,Heat Waves,Glass Animals
2022-05-28,13,Rich Spirit,Kendrick Lamar
2022-05-28,14,Me Porto Bonito,Bad Bunny & Chencho Corleone
2022-05-28,15,Moscow Mule,Bad Bunny
2022-05-28,16,We Cry Together,Kendrick Lamar & Taylour Paige
2022-05-28,17,Enemy,Imagine Dragons X JID
2022-05-28,18,Titi Me Pregunto,Bad Bunny
2022-05-28,19,Worldwide Steppers,Kendrick Lamar
2022-05-28,20,Count Me Out,Kendrick Lamar
2022-05-28,21,Stay,The Kid LAROI & Justin Bieber
2022-05-28,22,Purple Hearts,"Kendrick Lamar, Summer Walker & Ghostface Killah"
2022-05-28,23,Savior,"Kendrick Lamar, Baby Keem, & Sam Dew"
2022-05-28,24,Woman,Doja Cat
2022-05-28,25,Ghost,Justin Bieber
2022-05-28,26,Despues de La Playa,Bad Bunny
2022-05-28,27,Party,Bad Bunny & Rauw Alejandro
2022-05-28,28,Wasted On You,Morgan Wallen
2022-05-28,29,Cooped Up,Post Malone Featuring Roddy Ricch
2022-05-28,30,Bad Habits,Ed Sheeran
2022-05-28,31,Puffin On Zootiez,Future
2022-05-28,32,Super Gremlin,Kodak Black
2022-05-28,33,Rich (Interlude),Kendrick Lamar
2022-05-28,34,Thats What I Want,Lil Nas X
2022-05-28,35,Provenza,Karol G
2022-05-28,36,Boyfriend,Dove Cameron
2022-05-28,37,Shivers,Ed Sheeran
2022-05-28,38,Cold Heart (PNAU Remix),Elton John & Dua Lipa
2022-05-28,39,Bam Bam,Camila Cabello Featuring Ed Sheeran
2022-05-28,40,Mr. Morale,Kendrick Lamar & Tanna Leone
2022-05-28,41,Crown,Kendrick Lamar
2022-05-28,42,Numb Little Bug,Em Beihold
2022-05-28,43,'Til You Can't,Cody Johnson
2022-05-28,44,MAMIII,Becky G X Karol G
2022-05-28,45,Sweetest Pie,Megan Thee Stallion & Dua Lipa
2022-05-28,46,AA,Walker Hayes
2022-05-28,47,Auntie Diaries,Kendrick Lamar
2022-05-28,48,Trouble With A Heartbreak,Jason Aldean
2022-05-28,49,Ojitos Lindos,Bad Bunny & Bomba Estereo
2022-05-28,50,Thought You Should Know,Morgan Wallen
2022-05-28,51,Savior (Interlude),Kendrick Lamar
2022-05-28,52,Tarot,Bad Bunny & Jhay Cortez
2022-05-28,53,Un Ratito,Bad Bunny
2022-05-28,54,Doin' This,Luke Combs
2022-05-28,55,Mirror,Kendrick Lamar
2022-05-28,56,Take My Name,Parmalee
2022-05-28,57,Thousand Miles,The Kid LAROI
2022-05-28,58,To The Moon!,JNR CHOI & Sam Tompkins
2022-05-28,59,Mother I Sober,Kendrick Lamar Featuring Beth Gibbons
2022-05-28,60,In A Minute,Lil Baby
2022-05-28,61,Yo No Soy Celoso,Bad Bunny
2022-05-28,62,Damn Strait,Scotty McCreery
2022-05-28,63,Dua Lipa,Jack Harlow
2022-05-28,64,She's All I Wanna Be,Tate McRae
2022-05-28,65,Efecto,Bad Bunny
2022-05-28,66,When You're Gone,Shawn Mendes
2022-05-28,67,Get Into It (Yuh),Doja Cat
2022-05-28,68,Freaky Deaky,Tyga X Doja Cat
2022-05-28,69,Neverita,Bad Bunny
2022-05-28,70,2step,Ed Sheeran Featuring Lil Baby
2022-05-28,71,Never Say Never,Cole Swindell / Lainey Wilson
2022-05-28,72,La Corriente,Bad Bunny & Tony Dize
2022-05-28,73,What Happened To Virgil,Lil Durk Featuring Gunna
2022-05-28,74,Right On,Lil Baby
2022-05-28,75,Something In The Orange,Zach Bryan
2022-05-28,76,Slow Down Summer,Thomas Rhett
2022-05-28,77,The Heart Part 5,Kendrick Lamar
2022-05-28,78,Churchill Downs,Jack Harlow Featuring Drake
2022-05-28,79,Love You Better,Future
2022-05-28,80,I'm On One,Future Featuring Drake
2022-05-28,81,Andrea,Bad Bunny & Buscabulla
2022-05-28,82,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde
2022-05-28,83,Dos Mil 16,Bad Bunny
2022-05-28,84,Flower Shops,ERNEST Featuring Morgan Wallen
2022-05-28,85,Aguacero,Bad Bunny
2022-05-28,86,If I Was A Cowboy,Miranda Lambert
2022-05-28,87,Otro Atardecer,Bad Bunny & The Marias
2022-05-28,88,Un Coco,Bad Bunny
2022-05-28,89,El Apagon,Bad Bunny
2022-05-28,90,Pushin P,Gunna & Future Featuring Young Thug
2022-05-28,91,Me Or Sum,"Nardo Wick, Lil Baby & Future"
2022-05-28,92,Fall In Love,Bailey Zimmerman
2022-05-28,93,712PM,Future
2022-05-28,94,Don't Think Jesus,Morgan Wallen
2022-05-28,95,No Love,Summer Walker & SZA
2022-05-28,96,The Motto,Tiesto & Ava Max
2022-05-28,97,Me Fui de Vacaciones,Bad Bunny
2022-05-28,98,Hold My Hand,Lady Gaga
2022-05-28,99,Ensename A Bailar,Bad Bunny
2022-05-28,100,Flowers,Lauren Spencer Smith
2022-05-21,1,First Class,Jack Harlow
2022-05-21,2,As It Was,Harry Styles
2022-05-21,3,Wait For U,Future Featuring Drake & Tems
2022-05-21,4,Moscow Mule,Bad Bunny
2022-05-21,5,Titi Me Pregunto,Bad Bunny
2022-05-21,6,Despues de La Playa,Bad Bunny
2022-05-21,7,Heat Waves,Glass Animals
2022-05-21,8,Big Energy,Latto
2022-05-21,9,About Damn Time,Lizzo
2022-05-21,10,Me Porto Bonito,Bad Bunny & Chencho Corleone
2022-05-21,11,Enemy,Imagine Dragons X JID
2022-05-21,12,Thought You Should Know,Morgan Wallen
2022-05-21,13,Stay,The Kid LAROI & Justin Bieber
2022-05-21,14,Party,Bad Bunny & Rauw Alejandro
2022-05-21,15,The Heart Part 5,Kendrick Lamar
2022-05-21,16,Un Ratito,Bad Bunny
2022-05-21,17,Ghost,Justin Bieber
2022-05-21,18,Tarot,Bad Bunny & Jhay Cortez
2022-05-21,19,Puffin On Zootiez,Future
2022-05-21,20,Woman,Doja Cat
2022-05-21,21,Dua Lipa,Jack Harlow
2022-05-21,22,Yo No Soy Celoso,Bad Bunny
2022-05-21,23,Churchill Downs,Jack Harlow Featuring Drake
2022-05-21,24,Bad Habits,Ed Sheeran
2022-05-21,25,Super Gremlin,Kodak Black
2022-05-21,26,Ojitos Lindos,Bad Bunny & Bomba Estereo
2022-05-21,27,Provenza,Karol G
2022-05-21,28,Thats What I Want,Lil Nas X
2022-05-21,29,Shivers,Ed Sheeran
2022-05-21,30,Cold Heart (PNAU Remix),Elton John & Dua Lipa
2022-05-21,31,Neverita,Bad Bunny
2022-05-21,32,La Corriente,Bad Bunny & Tony Dize
2022-05-21,33,Wasted On You,Morgan Wallen
2022-05-21,34,Efecto,Bad Bunny
2022-05-21,35,Boyfriend,Dove Cameron
2022-05-21,36,Bam Bam,Camila Cabello Featuring Ed Sheeran
2022-05-21,37,'Til You Can't,Cody Johnson
2022-05-21,38,MAMIII,Becky G X Karol G
2022-05-21,39,Sweetest Pie,Megan Thee Stallion & Dua Lipa
2022-05-21,40,AA,Walker Hayes
2022-05-21,41,abcdefu,GAYLE
2022-05-21,42,Industry Baby,Lil Nas X & Jack Harlow
2022-05-21,43,Numb Little Bug,Em Beihold
2022-05-21,44,Aguacero,Bad Bunny
2022-05-21,45,Dos Mil 16,Bad Bunny
2022-05-21,46,Easy On Me,Adele
2022-05-21,47,Need To Know,Doja Cat
2022-05-21,48,Trouble With A Heartbreak,Jason Aldean
2022-05-21,49,Otro Atardecer,Bad Bunny & The Marias
2022-05-21,50,This Love (Taylor's Version),Taylor Swift
2022-05-21,51,Andrea,Bad Bunny & Buscabulla
2022-05-21,52,Doin' This,Luke Combs
2022-05-21,53,In A Minute,Lil Baby
2022-05-21,54,El Apagon,Bad Bunny
2022-05-21,55,Un Verano Sin Ti,Bad Bunny
2022-05-21,56,Un Coco,Bad Bunny
2022-05-21,57,To The Moon!,JNR CHOI & Sam Tompkins
2022-05-21,58,Thousand Miles,The Kid LAROI
2022-05-21,59,Me Fui de Vacaciones,Bad Bunny
2022-05-21,60,Ensename A Bailar,Bad Bunny
2022-05-21,61,Love You Better,Future
2022-05-21,62,Hrs And Hrs,Muni Long
2022-05-21,63,I'm On One,Future Featuring Drake
2022-05-21,64,712PM,Future
2022-05-21,65,Nail Tech,Jack Harlow
2022-05-21,66,Take My Name,Parmalee
2022-05-21,67,Never Say Never,Cole Swindell / Lainey Wilson
2022-05-21,68,She's All I Wanna Be,Tate McRae
